"Agency","Fiscal_Year","Program_Name","Gaa1","raa7","raa6"
"USDA","2022","Animal and Plant Health Inspection Service (APHIS) Cooperative Agreements","Yes","No","Yes"
"USDA","2022","Animal and Plant Health Inspection Service (APHIS) Indemnity Program","Yes","","No"
"USDA","2022","Commodity Credit Corporation (CCC) Agriculture Wool Apparel Manufacturers Trust Fund","Yes","No","Yes"
"USDA","2022","Commodity Credit Corporation (CCC) Conservation Reserve Program (CRP)","Yes","","No"
"USDA","2022","Commodity Credit Corporation (CCC) Dairy Margin Coverage Program (DMC)","Yes","","No"
"USDA","2022","Commodity Credit Corporation (CCC) Economic Adjustment Assistance for Upland Cotton (EAAP)","Yes","","No"
"USDA","2022","Commodity Credit Corporation (CCC) Emergency Assistance for Livestock, Honeybees, and Farm-Raised Fish Program (ELAP)","Yes","","No"
"USDA","2022","Commodity Credit Corporation (CCC) Farm Storage Facility Loan (FSFL)","Yes","","No"
"USDA","2022","Commodity Credit Corporation (CCC) Food for Progress Program","Yes","No","Yes"
"USDA","2022","Commodity Credit Corporation (CCC) Livestock Indemnity Program (LIP)","Yes","","No"
"USDA","2022","Commodity Credit Corporation (CCC) Loan Deficiency Payments (LDP)","Yes","","No"
"USDA","2022","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","Yes","No","Yes"
"USDA","2022","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","Yes","","No"
"USDA","2022","Commodity Credit Corporation (CCC) Marketing Programs","Yes","","No"
"USDA","2022","Commodity Credit Corporation (CCC) Pima Agriculture Cotton Trust Fund","Yes","No","Yes"
"USDA","2022","Commodity Credit Corporation (CCC) Public Law 480","Yes","No","Yes"
"USDA","2022","Commodity Credit Corporation Seafood Trade Relief Program (STRP)","Yes","No","Yes"
"USDA","2022","Department Administration (DA) Agriculture Buildings and Facilities","Yes","","No"
"USDA","2022","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","Yes","","No"
"USDA","2022","Farm Service Agency (FSA) Pandemic Livestock Indemnity Program (PLIP)","Yes","No","Yes"
"USDA","2022","Farm Service Agency (FSA) Salaries and Expenses","Yes","","No"
"USDA","2022","Food and Nutrition Service (FNS) Commodity Supplemental Food Program (CSFP)","Yes","","No"
"USDA","2022","Food and Nutrition Service (FNS) Commonwealth of the Northern Marianas Islands (CNMI)","Yes","No","Yes"
"USDA","2022","Food and Nutrition Service (FNS) Farmers' Market Nutrition Program (FMNP)","Yes","","No"
"USDA","2022","Food and Nutrition Service (FNS) Food Distribution Program on Indian Reservations (FDPIR)","Yes","","No"
"USDA","2022","Food and Nutrition Service (FNS) Nutrition Assistance Program - Puerto Rico","Yes","","No"
"USDA","2022","Food and Nutrition Service (FNS) Nutrition Program Administration (NPA)","Yes","","No"
"USDA","2022","Food and Nutrition Service (FNS) Senior Farmers' Market Nutrition Program (SFMNP)","Yes","No","Yes"
"USDA","2022","Food and Nutrition Service (FNS) The Emergency Food Assistance Program (TEFAP)","Yes","","No"
"USDA","2022","Food Safety and Inspection Service (FSIS) Cooperative State Food and Safety Inspections","Yes","","No"
"USDA","2022","Food Safety and Inspection Service (FSIS) Salaries and Expenses","Yes","","No"
"USDA","2022","Foreign Agriculture Service (FAS) McGovern-Dole Food for Education Grants","Yes","","No"
"USDA","2022","Foreign Agriculture Service (FAS) Salaries and Expenses","Yes","","No"
"USDA","2022","Forest Service (FS) Capital Improvement and Maintenance","Yes","No","Yes"
"USDA","2022","Forest Service (FS) Forest and Rangeland Research","Yes","","No"
"USDA","2022","Forest Service (FS) Forest Service Trust Funds","Yes","No","Yes"
"USDA","2022","Forest Service (FS) FS Operations","Yes","No","Yes"
"USDA","2022","Forest Service (FS) Land Acquisition","Yes","","No"
"USDA","2022","Forest Service (FS) National Forest System","Yes","No","Yes"
"USDA","2022","Forest Service (FS) Permanent Appropriations","Yes","","No"
"USDA","2022","Forest Service (FS) State, Private, and Tribal Forestry","Yes","No","Yes"
"USDA","2022","Forest Service (FS) Stewardship Contracting Product Sales","Yes","","No"
"USDA","2022","Forest Service (FS) Wildland Fire Management","Yes","No","Yes"
"USDA","2022","Forest Service (FS) Working Capital Fund","Yes","","No"
"USDA","2022","National Institute of Food and Agriculture (NIFA) Extension Activities","Yes","","No"
"USDA","2022","National Institute of Food and Agriculture (NIFA) Integrated Activities","Yes","","No"
"USDA","2022","National Institute of Food and Agriculture (NIFA) Research and Education Activities","Yes","","No"
"USDA","2022","Natural Resources Conservation Service (NRCS) Conservation Programs","Yes","No","Yes"
"USDA","2022","Natural Resources Conservation Service (NRCS) Conservation Technical Assistance","Yes","No","Yes"
"USDA","2022","Natural Resources Conservation Service (NRCS) Emergency Watershed Protection Program","Yes","No","Yes"
"USDA","2022","Natural Resources Conservation Service (NRCS) Emergency Watershed Protection Program","Yes","No","Yes"
"USDA","2022","Natural Resources Conservation Service (NRCS) Plant Materials Centers","Yes","","No"
"USDA","2022","Natural Resources Conservation Service (NRCS) Snow Survey and Water Supply Forecasting","Yes","No","Yes"
"USDA","2022","Natural Resources Conservation Service (NRCS) Soil Surveys","Yes","","No"
"USDA","2022","Natural Resources Conservation Service (NRCS) Watershed Programs (excluding Emergency Watershed Program)","Yes","","No"
"USDA","2022","Office of Budget and Program Analysis (OBPA) Salaries and Expenses","Yes","","No"
"USDA","2022","Office of Partnerships and Public Engagement (OPPE) Outreach for Socially Disadvantaged Farmers","Yes","","No"
"USDA","2022","Office of the Chief Economist (OCE) Salaries and Expenses","Yes","","No"
"USDA","2022","Office of the Chief Information Officer (OCIO) Salaries and Expenses","Yes","","No"
"USDA","2022","Office of the General Counsel (OGC) Salaries and Expenses","Yes","","No"
"USDA","2022","Office of the Inspector General (OIG) Salaries and Expenses","Yes","","No"
"USDA","2022","Research, Education, and Economics (REE) Salaries and Expenses","Yes","No","Yes"
"USDA","2022","Rural Business-Cooperative Service (RBCS) Grant Programs and Cooperative Agreement Programs","Yes","","No"
"USDA","2022","Rural Business-Cooperative Service (RBCS) Guaranteed Loan Programs","Yes","","No"
"USDA","2022","Rural Business-Cooperative Service (RBCS) Payment Assistance","Yes","No","Yes"
"USDA","2022","Rural Business-Cooperative Service (RBCS) Relending Programs","Yes","","No"
"USDA","2022","Rural Development (RD) Salaries and Expenses","Yes","No","Yes"
"USDA","2022","Rural Housing Service (RHS) Community Facilities Community Program Grants","Yes","No","Yes"
"USDA","2022","Rural Housing Service (RHS) Community Facilities Direct Loans","Yes","","No"
"USDA","2022","Rural Housing Service (RHS) Housing Loans and Grants - Other","Yes","","No"
"USDA","2022","Rural Housing Service (RHS) Multi Family Housing RD Voucher Program (Section 542)","Yes","","No"
"USDA","2022","Rural Housing Service (RHS) Multi-Family Housing Preservation and Revitalization Demo Program","Yes","","No"
"USDA","2022","Rural Housing Service (RHS) Multi-Family Housing Rental Assistance Program","Yes","No","Yes"
"USDA","2022","Rural Housing Service (RHS) Multi-Family Housing Rural Rental Housing Direct Loans (Section 515)","Yes","","No"
"USDA","2022","Rural Housing Service (RHS) Single Family Housing Direct Loans","Yes","No","Yes"
"USDA","2022","Rural Housing Service (RHS) Single Family Housing Guaranteed Loans","Yes","","No"
"USDA","2022","Rural Utilities Service (RUS) Broadband Telecom Loans - Treasury Rate","Yes","","No"
"USDA","2022","Rural Utilities Service (RUS) Community Connect Grants","Yes","","No"
"USDA","2022","Rural Utilities Service (RUS) Congressional Earmarked Funds","Yes","","No"
"USDA","2022","Rural Utilities Service (RUS) Electric Loan Programs FFB Guaranteed Loans","Yes","No","Yes"
"USDA","2022","Rural Utilities Service (RUS) Grants - Other - Electric","Yes","","No"
"USDA","2022","Rural Utilities Service (RUS) Rural Telecommunications - Distance Learning and Telemedicine","Yes","","No"
"USDA","2022","Rural Utilities Service (RUS) Rural Telecommunications - ReConnect Program","Yes","","No"
"USDA","2022","Rural Utilities Service (RUS) Rural Telecommunications Loans - FFB Telecom Loans","Yes","","No"
"USDA","2022","Rural Utilities Service (RUS) Rural Telecommunications Loans - Treasury Telecom Loan","Yes","","No"
"USDA","2022","Rural Utilities Service (RUS) Water and Waste Disposal Loans and Grants Section 306C","Yes","No","Yes"
"USDA","2022","Rural Utilities Service (RUS) Water and Waste Disposal Systems for Rural Communities Grants","Yes","","No"
"USDA","2022","Rural Utilities Service (RUS) Water and Waste Disposal Systems for Rural Communities Loans","Yes","No","Yes"
"USDA","2022","Rural Utilities Service (RUS) WEP Technical Assistance - Revolving","Yes","","No"
"USDA","2023","Agricultural Marketing Service (AMS) Commodity Purchase Program","Yes","",""
"USDA","2023","Agricultural Marketing Service (AMS) Grants Program","Yes","",""
"USDA","2023","Agricultural Marketing Service (AMS) Salaries and Expenses","Yes","",""
"USDA","2024","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","No","",""
"USDA","2024","Commodity Credit Corporation (CCC) Conservation Reserve Program (CRP)","Yes","",""
"USDA","2024","Commodity Credit Corporation (CCC) Dairy Indemnity Payment Program (DIPP)","No","",""
"USDA","2024","Commodity Credit Corporation (CCC) Dairy Margin Coverage Program (DMC)","Yes","",""
"USDA","2023","Agricultural Research Service (ARS) Hurricane Harvey - Buildings and Facilities","No","",""
"USDA","2023","Agriculture Research Service (ARS) Buildings and Facilities","Yes","","Yes"
"USDA","2023","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","No","",""
"USDA","2023","Animal and Plant Health Inspection Service (APHIS) Cooperative Agreements","Yes","",""
"USDA","2023","Animal and Plant Health Inspection Service (APHIS) Indemnity Program","Yes","",""
"USDA","2023","Animal and Plant Health Inspection Service (APHIS) Salaries and Expenses","Yes","",""
"USDA","2023","Animal and Plant Health Inspection Service (APHIS) Trust Funds","Yes","",""
"USDA","2023","Commodity Credit Corporation (CCC) Administrative Contracts","Yes","","Yes"
"USDA","2023","Commodity Credit Corporation (CCC) Agriculture Wool Apparel Manufacturers Trust Fund","Yes","",""
"USDA","2023","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","No","",""
"USDA","2023","Commodity Credit Corporation (CCC) Conservation Reserve Program (CRP)","Yes","","Yes"
"USDA","2023","Commodity Credit Corporation (CCC) Dairy Indemnity Payment Program (DIPP)","No","",""
"USDA","2023","Commodity Credit Corporation (CCC) Dairy Margin Coverage Program (DMC)","Yes","","Yes"
"USDA","2023","Commodity Credit Corporation (CCC) Economic Adjustment Assistance for Upland Cotton (EAAP)","Yes","","Yes"
"USDA","2023","Commodity Credit Corporation (CCC) Emergency Assistance for Livestock, Honeybees, and Farm-Raised Fish Program (ELAP)","Yes","","Yes"
"USDA","2023","Commodity Credit Corporation (CCC) Emergency Forestry Conservation Reserve Program (EFCRP)","No","",""
"USDA","2023","Commodity Credit Corporation (CCC) Emergency Livestock Relief Program (ELRP)","No","",""
"USDA","2023","Commodity Credit Corporation (CCC) Emergency Relief Program (ERP)","Yes","","Yes"
"USDA","2023","Commodity Credit Corporation (CCC) Export 416 Ocean Transportation","No","",""
"USDA","2023","Commodity Credit Corporation (CCC) Export Credit Guarantee Program Level","No","",""
"USDA","2023","Commodity Credit Corporation (CCC) Farm Storage Facility Loan (FSFL)","Yes","","Yes"
"USDA","2023","Commodity Credit Corporation (CCC) Feed Stock Flexibility Program (FFP)","No","",""
"USDA","2023","Commodity Credit Corporation (CCC) Food for Progress Program","Yes","",""
"USDA","2023","Commodity Credit Corporation (CCC) Hazardous Waste Activities","No","",""
"USDA","2023","Commodity Credit Corporation (CCC) Livestock Indemnity Program (LIP)","Yes","","Yes"
"USDA","2023","Commodity Credit Corporation (CCC) Loan Deficiency Payments (LDP)","No","",""
"USDA","2023","Commodity Credit Corporation (CCC) Market Facilitation Program (MFP)","No","",""
"USDA","2023","Commodity Credit Corporation (CCC) Marketing Assistance Loan (MAL)","Yes","","Yes"
"USDA","2023","Commodity Credit Corporation (CCC) Marketing Programs","Yes","",""
"USDA","2023","Commodity Credit Corporation (CCC) Pima Agriculture Cotton Trust Fund","Yes","",""
"USDA","2023","Commodity Credit Corporation (CCC) Public Law 480","Yes","",""
"USDA","2023","Commodity Credit Corporation (CCC) Quality Loss Adjustment Program (QLA)","No","",""
"USDA","2023","Commodity Credit Corporation (CCC) Supplemental Revenue Assistance Payments Program (SURE)","No","",""
"USDA","2023","Commodity Credit Corporation (CCC) Trade Adjustment Assistance Program (TAA)","No","",""
"USDA","2023","Commodity Credit Corporation (CCC) Tree Assistance Program (TAP)","No","",""
"USDA","2023","Commodity Credit Corporation Seafood Trade Relief Program (STRP)","No","",""
"USDA","2023","Department Administration (DA) Agriculture Buildings and Facilities","Yes","","Yes"
"USDA","2023","Department Administration (DA) Biobased Markets Program","No","",""
"USDA","2023","Department Administration (DA) Hazardous Materials Management","No","",""
"USDA","2023","Farm Service Agency (FSA) Agricultural Credit Insurance Fund-Program Account (ACIF)","Yes","",""
"USDA","2023","Farm Service Agency (FSA) Emergency Forest Restoration Program (EFRP)","Yes","","Yes"
"USDA","2023","Farm Service Agency (FSA) Grassroots Source Water Protection Program","No","",""
"USDA","2023","Farm Service Agency (FSA) Pandemic Assistance for Timber Harvesters and Haulers (PATHH)","Yes","",""
"USDA","2023","Farm Service Agency (FSA) Pandemic Livestock Indemnity Program (PLIP)","Yes","",""
"USDA","2023","Farm Service Agency (FSA) Reimbursement Transportation Cost Payment Program (RTCP)","No","",""
"USDA","2023","Farm Service Agency (FSA) Salaries and Expenses","Yes","",""
"USDA","2023","Farm Service Agency (FSA) Spot Market Hog Pandemic Program (SMHPP)","No","",""
"USDA","2023","Farm Service Agency (FSA) State Mediation Grants","No","",""
"USDA","2023","Farm Service Agency (FSA) Wildfires and Hurricanes Indemnity Program (WHIP)","No","",""
"USDA","2023","Food and Nutrition Service (FNS) American Samoa (AS)","Yes","",""
"USDA","2023","Food and Nutrition Service (FNS) Commodity Supplemental Food Program (CSFP)","Yes","","Yes"
"USDA","2023","Food and Nutrition Service (FNS) Commonwealth of the Northern Marianas Islands (CNMI)","Yes","",""
"USDA","2023","Food and Nutrition Service (FNS) Farmers' Market Nutrition Program (FMNP)","Yes","","Yes"
"USDA","2023","Food and Nutrition Service (FNS) Food Distribution Program on Indian Reservations (FDPIR)","Yes","",""
"USDA","2023","Food and Nutrition Service (FNS) Nutrition Assistance Program - Puerto Rico","Yes","","Yes"
"USDA","2023","Food and Nutrition Service (FNS) Nutrition Program Administration (NPA)","No","",""
"USDA","2023","Food and Nutrition Service (FNS) Pandemic Electronic Benefit Transfer (P-EBT)","Yes","",""
"USDA","2023","Food and Nutrition Service (FNS) Senior Farmers' Market Nutrition Program (SFMNP)","Yes","",""
"USDA","2023","Food and Nutrition Service (FNS) Special Milk Program (SMP)","No","",""
"USDA","2023","Food and Nutrition Service (FNS) The Emergency Food Assistance Program (TEFAP)","Yes","",""
"USDA","2023","Food Safety and Inspection Service (FSIS) Cooperative State Food and Safety Inspections","Yes","",""
"USDA","2023","Food Safety and Inspection Service (FSIS) Salaries and Expenses","Yes","",""
