"End Date","Recorded Date","Agency","Program Name","GoalNumber","Goal","GoalStatus","GoalNote","GoalECD","Quarter Year"
"Dec  1 2023 10:25AM","Dec  1 2023 10:25AM","SBA","7(a) Loan Guarantees Approvals","Progress Goal #2","","","","","Q4 2023"
"Nov 16 2023  4:06PM","Nov 16 2023  4:06PM","SSA","Old-Age, Survivors, and Disability Insurance (OASDI)","Progress Goal #2","We will modernize the Debt Management System (DMS).  This information technology investment is a multi-year effort that will build a comprehensive overpayment system enabling us to record, track, collect, and report our overpayments more efficiently.  The Debt Management Product is a modernization effort focused not only on a new DMS, but also on modernizing the way we do business and offer services to the public.  These actions will make it easier for our recipients to interact with us.","At Risk","","Sep  1 2025 12:00AM","Q4 2023"
"Nov 29 2023 11:40PM","Nov 29 2023 11:40PM","ED","Federal Pell Grant Program","Progress Goal #2","FSA delivers various free trainings, guidance, and resources for school financial aid administrators to target and mitigate the root causes of IP. FSA published the 22-23 FSA Handbook and FSA Assessments, which provides significant guidance, training, and resources for thousands of school financial aid administrators. Training, guidance, and resources help prevent and reduce IP and UP. FSA continued to plan and develop materials for its 2023 FSA Training Conference scheduled for FY24 Q1.","Completed","","Sep  1 2023 12:00AM","Q4 2023"
"Nov 30 2023 10:58PM","Nov 30 2023 10:58PM","SBA","Paycheck Protection Loan Program (PPP)","Progress Goal #2","","","","","Q4 2023"
"Nov 28 2023  2:50PM","Nov 28 2023  2:50PM","ED","William D. Ford Federal Direct Loan Program","Progress Goal #2","FSA delivers various free trainings, guidance, and resources for school financial aid administrators to target and mitigate the root causes of IP. FSA published the 22-23 FSA Handbook and FSA Assessments, which provides significant guidance, training, and resources for thousands of school financial aid administrators. Training, guidance, and resources help prevent and reduce IP and UP. In FY23 Q4, FSA continued to plan and develop materials for its 2023 FSA Training Conference in FY24 Q1.","Completed","","Sep  1 2023 12:00AM","Q4 2023"
"Jan 25 2024  9:15PM","Jan 25 2024  9:15PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Progress Goal #1","In support of FNS’s efforts to expand participation in Direct Certification with Medicaid (DC-M) Demonstration, state agencies that have applied for projects beginning in July, 2024 will begin working with FNS on implementation. Increased participation in DC-M increases the number of students eligible for school meal benefits based on an automated process and reduces the number of household applications. Errors from household applications contribute to improper payments in school meals programs.","On-Track","","Jul  1 2024 12:00AM","Q1 2024"
"Jan 26 2024  5:26PM","Jan 26 2024  5:26PM","TREASURY","Internal Revenue Service - Earned Income Tax Credit","Progress Goal #1","Reject electronic returns with missing or inconsistent information via math error.","On-Track","","Sep  1 2024 12:00AM","Q1 2024"
"Jan 26 2024  5:35PM","Jan 26 2024  5:35PM","TREASURY","Internal Revenue Service - Additional Child Tax Credit","Progress Goal #2","Conduct pre-refund audits.","On-Track","","Sep  1 2024 12:00AM","Q1 2024"
"Jan 25 2024  9:54AM","Jan 25 2024  9:54AM","OFFICE OF PERSONNEL MANAGEMENT","Federal Retirement Services","Progress Goal #2","The RS Fraud Branch will continue to expand and improve its forensic analysis capabilities, in order to identify improper payments that lead to overpayments, through formal training of staff in forensic accounting and completion of an MOU with the United States Postal Inspection Services’ (USPIS) forensic lab to conduct formal reviews of fraudulent transactions and altered documents.","On-Track","","May  1 2024 12:00AM","Q1 2024"
"Jan 25 2024  6:00PM","Jan 25 2024  6:00PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","Progress Goal #2","Provide more guidance to support State agencies in planning and implementing corrective actions to improve payment accuracy. ","On-Track","","Sep  1 2025 12:00AM","Q1 2024"
"Apr 26 2024  2:22PM","Apr 26 2024  2:22PM","VETERANS AFFAIRS","VA Community Care","Progress Goal #1","Coordinate with internal post-payment review team to resolve any pricing inconsistencies with third-party administrators and determine if post-payment analysis is required.","On-Track","","May 24 2024 12:00AM","Q2 2024"
"Nov 16 2023  3:42PM","Nov 16 2023  3:42PM","SSA","Supplemental Security Income (SSI)","Progress Goal #2","We will modernize the Debt Management System (DMS).  This information technology investment is a multi-year effort that will build a comprehensive overpayment system enabling us to record, track, collect, and report our overpayments more efficiently.  The Debt Management Product is a modernization effort focused not only on a new DMS, but also on modernizing the way we do business and offer services to the public.  These actions will make it easier for our recipients to interact with us.","At Risk","","Sep  1 2025 12:00AM","Q4 2023"
"Apr 30 2024  4:27PM","Apr 30 2024  4:27PM","UNITED STATES DEPARTMENT OF AGRICULTURE","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #1","RMA issued initial findings to Approved Insurance Providers (AIPs) for all policies in which unit structure errors were identified. AIPs will have 45 days to respond to initial findings or make applicable policy changes.  Additionally, RMA initiated phase two of this program review expanding the scope by selecting additional policies for review. ","On-Track","","Oct 25 2024 12:00AM","Q2 2024"
"Apr 18 2024 11:29AM","Apr 18 2024 11:29AM","DEPARTMENT OF THE TREASURY","Internal Revenue Service - Earned Income Tax Credit","Progress Goal #2","Conduct pre-refund audits.","On-Track","","Sep 24 2024 12:00AM","Q2 2024"
"Nov  3 2023 12:56PM","Nov  3 2023 12:56PM","DOL","Employment & Training Administration - Federal State Unemployment Insurance","Progress Goal #1","ETA expanded outreach regarding the National ID Verification Offering by conducting demonstrations of the Login.gov and USPS services, holding discussions with states, initiating follow-up conversations with interested state UI agencies, and onboarding states to use at least one, if not both, of the ID verification services offered through the National ID Verification Offering.   ","On-Track","","Sep  1 2024 12:00AM","Q4 2023"
"Oct 27 2023  3:02PM","Oct 27 2023  3:02PM","DOD","Military Health Benefits - Healthcare","Progress Goal #2","Complete initial reviews of healthcare claims sampled using risk-based methodology.  Analyze and report results to Program Offices, so that newly identified potential root causes can be addressed with corrective action. DHA will require that claims processors implement changes monitor implementation using quarterly compliance reviews. As a result of finalized performance review findings, a contractual disincentive will be assessed if contractor fails to meet performance accuracy standards. ","On-Track","","Dec  1 2023 12:00AM","Q4 2023"
"Dec  1 2023 10:28AM","Dec  1 2023 10:28AM","SBA","COVID-Economic Injury Disaster Loan (EIDL)","Progress Goal #2","","Completed","","Oct  1 2023 12:00AM","Q4 2023"
"Dec  1 2023 11:24AM","Dec  1 2023 11:24AM","SBA","Economic Injury Disaster Loan Emergency Assistance (Advance)","Progress Goal #2","","Completed","","Apr  1 2023 12:00AM","Q4 2023"
"Jan 25 2024  9:26PM","Jan 25 2024  9:26PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Progress Goal #1","In support of FNS’s efforts to expand participation in Direct Certification with Medicaid (DC_x0002_M) Demonstration, state agencies that have applied for projects beginning in July, 2024 will begin working with FNS on implementation. Increased participation in DC-M increases the
number of students eligible for school meal benefits based on an automated process and reduces the number of household applications. Errors from household applications contribute to improper payments in school meals programs.","On-Track","","Jul  1 2024 12:00AM","Q1 2024"
"Jan 25 2024  9:40AM","Jan 25 2024  9:40AM","SMALL BUSINESS ADMINISTRATION","COVID-Economic Injury Disaster Loan (EIDL)","Progress Goal #2","","Completed","","Dec  1 2023 12:00AM","Q1 2024"
"Jan 25 2024  4:02PM","Jan 25 2024  4:02PM","U.S. DEPARTMENT OF AGRICULTURE","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","Progress Goal #2","Continue issuing Initial Findings, Final Findings, and Closure Letters to Approved Insurance Providers (AIPs) as part RMA's unit structure program review.  This review addresses errors inside the agency's control in which AIPs fail to access Federal Crop Insurance Corporation's policies and procedures resulting in potential improper payments.    ","On-Track","","Mar  1 2024 12:00AM","Q1 2024"
"Jan 25 2024  9:15PM","Jan 25 2024  9:15PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Progress Goal #2","FNS, in cooperation with Office of Management and Budget (OMB), is updating the Child Nutrition Cluster of the A-133 Compliance Supplements (Assistance Listing 10.553 – School Breakfast Program and Assistance Listing 10.555). These documents provide program specific information and instructions for independent auditors conducting Single Audits of FNS Child Nutrition Programs. Updates include changes to eligibility as a result of DC-M and new instructions for auditing procurement, among others.","On-Track","","Jul  1 2024 12:00AM","Q1 2024"
"Jan 26 2024  4:34PM","Jan 26 2024  4:34PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) Children's Health Insurance Program (CHIP)","Progress Goal #2","Monitor Corrective Action Plan submissions and follow up with all states on their progress in implementing effective corrective actions. Gather lessons learned to inform areas to evaluate for future guidance and education.","On-Track","","Mar  1 2024 12:00AM","Q1 2024"
"Nov 16 2023  3:42PM","Nov 16 2023  3:42PM","SSA","Supplemental Security Income (SSI)","Progress Goal #1","We have promoted timely wage reporting to improve timely receipt of wage and employment information and to improve the customer experience.  We continue to modernize our mobile wage reporting app to report wages from mobile devices.  To reduce the reliance on self-reporting, we are implementing new wage reporting tools, such as an information exchange with commercial payroll data providers.  We are working towards automating wage data obtained from payroll information exchanges.","On-Track","","Sep  1 2024 12:00AM","Q4 2023"
