"Agency","Fiscal_Year","Program_Name","in_draft","Was_the_Program_or_Activity_Susceptible_to_Significant_Improper_","raa6_2","raa7_2"
"USAID","2022","A08 Good Governance","0","No","",""
"USAID","2022","A10 Civil Society","0","Yes","",""
"USAID","2022","A11 Health","0","Yes","",""
"USAID","2022","A12 Education","0","Yes","",""
"USAID","2022","A13 Social and Economic Services and Protection for Vulnerable Populations","0","No","",""
"USAID","2022","A15 Trade and Investment","0","No","",""
"USAID","2022","A16 Financial Sector","0","No","",""
"USAID","2022","A17 Infrastructure","0","Yes","",""
"USAID","2022","A18 Agriculture","0","Yes","",""
"USAID","2022","A19 Private Sector Competitiveness","0","No","",""
"USAID","2022","A21 Environment","0","No","",""
"USAID","2022","A26 Program Design and Learning","0","Yes","",""
"USAID","2022","DR.1 Democracy, Human Rights and Governance/Rule of Law (ROL)","0","Yes","",""
"USAID","2022","DR.2 Democracy, Human Rights and Governance/Good Governance","0","Yes","",""
"USAID","2022","DR.3 Democracy, Human Rights and Governance/Political Competition and Consensus-Building","0","No","",""
"USAID","2022","DR.4 Democracy, Human Rights and Governance/Civil Society","0","Yes","",""
"USAID","2022","DR.5 Democracy, Human Rights and Governance/Independent Media and Free Flow of Information","0","Yes","",""
"USAID","2022","DR.6 Democracy, Human Rights and Governance/Human Rights","0","Yes","",""
"USAID","2022","EG.1 Economic Growth/Macroeconomic Foundation for Growth","0","Yes","",""
"USAID","2022","EG.2 Economic Growth/Trade and Investment","0","No","",""
"USAID","2022","EG.3 Economic Growth/Agriculture","0","Yes","",""
"USAID","2022","EG.4 Economic Growth/Financial Sector","0","No","",""
"USAID","2022","EG.5 Economic Growth/Private Sector Productivity","0","No","",""
"USAID","2022","EG.6 Economic Growth/Workforce Development","0","No","",""
"USAID","2022","EG.7 Economic Growth/Modern Energy Services","0","No","",""
"USAID","2022","EG.8 Economic Growth/Information and Communications Technology Services","0","No","",""
"USAID","2022","ES.1 Education and Social Services/Basic Education","0","Yes","",""
"USAID","2022","ES.2 Education and Social Services/Higher Education","0","Yes","",""
"USAID","2022","ES.3 Education and Social Services//Social Policies, Regulations, and Systems","0","No","",""
"USAID","2022","ES.4 Education and Social Services/Social Services","0","Yes","",""
"USAID","2022","ES.5 Education and Social Services/Social Assistance","0","No","",""
"USAID","2022","HA.2 Humanitarian Assistance/Disaster Readiness","0","No","",""
"USAID","2022","HA.3 Humanitarian Assistance/Migration Management","0","No","",""
"USAID","2022","HL.1 Health/HIV/AIDS","0","Yes","",""
"USAID","2022","HL.4 Health/Pandemic Influenza and Other Emerging Threats (PIOET)","0","Yes","",""
"USAID","2022","HL.5 Health/Other Public Health Threats","0","Yes","",""
"USAID","2022","HL.6 Health/Maternal and Child Health","0","Yes","",""
"USAID","2022","HL.7 Health/Family Planning and Reproductive Health","0","Yes","",""
"USAID","2022","HL.8 Health/Water Supply and Sanitation","0","Yes","",""
"USAID","2022","HL.9 Health/Nutrition","0","No","",""
"USAID","2022","PO.1 Program Development and Oversight/Program Design and Learning","0","Yes","",""
"USAID","2022","PO.3 Program Development and Oversight/Evaluation","0","Yes","",""
"USAID","2022","PS.1 Peace and Security/Counter-Terrorism","0","No","",""
"USAID","2022","PS.3 Peace and Security/Counter-Narcotics","0","No","",""
"USAID","2022","PS.5 Peace and Security/Trafficking in Persons","0","No","",""
"USAID","2022","PS.6 Peace and Security/Conflict Mitigation and Stabilization","0","Yes","",""
"USAID","2023","A06 Conflict Mitigation and Reconciliation","0","","No","No"
"USAID","2023","A07 Rule of Law and Human Rights","0","","No","No"
"USAID","2023","A08 Good Governance","0","","No","No"
"USAID","2023","A09 Political Competition and Consensus-Building","0","","No","No"
"USAID","2023","A10 Civil Society","0","","No","No"
"USAID","2023","A11 Health","0","","No","No"
"USAID","2023","A12 Education","0","","No","No"
"USAID","2023","A13 Social and Economic Services and Protection for Vulnerable Populations","0","","No","No"
"USAID","2023","A15 Trade and Investment","0","","No","No"
"USAID","2023","A17 Infrastructure","0","","No","No"
"USAID","2023","A18 Agriculture","0","","No","No"
"USAID","2023","A19 Private Sector Competitiveness","0","","No","No"
"USAID","2023","A21 Environment","0","","No","No"
"USAID","2023","A26 Program Design and Learning","0","","No","No"
"USAID","2023","A27 Administration and Oversight","0","","Yes","No"
"USAID","2023","DR.1 Democracy, Human Rights and Governance/Rule of Law (ROL)","0","","No","No"
"USAID","2023","DR.2 Democracy, Human Rights and Governance/Good Governance","0","","Yes","No"
"USAID","2023","DR.3 Democracy, Human Rights and Governance/Political Competition and Consensus-Building","0","","No","No"
"USAID","2023","DR.4 Democracy, Human Rights and Governance/Civil Society","0","","No","No"
"USAID","2023","DR.5 Democracy, Human Rights and Governance/Independent Media and Free Flow of Information","0","","No","No"
"USAID","2023","DR.6 Democracy, Human Rights and Governance/Human Rights","0","","No","No"
"USAID","2023","EG.1 Economic Growth/Macroeconomic Foundation for Growth","0","","Yes","No"
"USAID","2023","EG.2 Economic Growth/Trade and Investment","0","","No","No"
"USAID","2023","EG.3 Economic Growth/Agriculture","0","","No","No"
"USAID","2023","EG.4 Economic Growth/Financial Sector","0","","No","No"
"USAID","2023","EG.5 Economic Growth/Private Sector Productivity","0","","Yes","No"
"USAID","2023","EG.7 Economic Growth/Modern Energy Services","0","","No","No"
"USAID","2023","EG.8 Economic Growth/Information and Communications Technology Services","0","","No","No"
"USAID","2023","ES.1 Education and Social Services/Basic Education","0","","No","No"
"USAID","2023","ES.2 Education and Social Services/Higher Education","0","","No","No"
"USAID","2023","ES.3 Education and Social Services//Social Policies, Regulations, and Systems","0","","No","No"
"USAID","2023","ES.4 Education and Social Services/Social Services","0","","No","No"
"USAID","2023","HA.1 Humanitarian Assistance/Protection, Assistance and Solutions","0","","Yes","No"
"USAID","2023","HA.2 Humanitarian Assistance/Disaster Readiness","0","","No","No"
"USAID","2023","HA.3 Humanitarian Assistance/Migration Management","0","","No","No"
"USAID","2023","HL.1 Health/HIV/AIDS","0","","Yes","No"
"USAID","2023","HL.4 Health/Pandemic Influenza and Other Emerging Threats (PIOET)","0","","No","No"
"USAID","2023","HL.5 Health/Other Public Health Threats","0","","No","No"
"USAID","2023","HL.6 Health/Maternal and Child Health","0","","No","No"
"USAID","2023","HL.7 Health/Family Planning and Reproductive Health","0","","No","No"
"USAID","2023","HL.8 Health/Water Supply and Sanitation","0","","No","No"
"USAID","2023","OE Operating Expense","0","","Yes","No"
"USAID","2023","PO.1 Program Development and Oversight/Program Design and Learning","0","","Yes","No"
"USAID","2023","PO.2 Program Development and Oversight/Administration and Oversight","0","","Yes","No"
"USAID","2023","PO.3 Program Development and Oversight/Evaluation","0","","No","No"
"USAID","2023","PS.1 Peace and Security/Counter-Terrorism","0","","No","No"
"USAID","2023","PS.3 Peace and Security/Counter-Narcotics","0","","No","No"
"USAID","2023","PS.5 Peace and Security/Trafficking in Persons","0","","No","No"
"USAID","2023","PS.6 Peace and Security/Conflict Mitigation and Stabilization","0","","No","No"
"USAID","2024","A06 Conflict Mitigation and Reconciliation","0","","Yes","No"
"USAID","2024","A07 Rule of Law and Human Rights","0","","Yes","No"
"USAID","2024","A08 Good Governance","0","","Yes","No"
"USAID","2024","A10 Civil Society","0","","Yes","No"
"USAID","2024","A11 Health","0","","Yes","No"
"USAID","2024","A12 Education","0","","Yes","No"
"USAID","2024","A15 Trade and Investment","0","","Yes","No"
"USAID","2024","A17 Infrastructure","0","","Yes","No"
"USAID","2024","A18 Agriculture","0","","Yes","No"
"USAID","2024","A19 Private Sector Competitiveness","0","","Yes","No"
"USAID","2024","A21 Environment","0","","Yes","No"
"USAID","2024","A22 Protection, Assistance and Solutions","0","","Yes","No"
"USAID","2024","A26 Program Design and Learning","0","","Yes","No"
"USAID","2024","A27 Administration and Oversight","0","","Yes","No"
"USAID","2024","DR.1 Democracy, Human Rights and Governance/Rule of Law (ROL)","0","","Yes","No"
"USAID","2024","DR.2 Democracy, Human Rights and Governance/Good Governance","0","","Yes","No"
"USAID","2024","DR.3 Democracy, Human Rights and Governance/Political Competition and Consensus-Building","0","","Yes","No"
"USAID","2024","DR.4 Democracy, Human Rights and Governance/Civil Society","0","","Yes","No"
"USAID","2024","DR.5 Democracy, Human Rights and Governance/Independent Media and Free Flow of Information","0","","Yes","No"
"USAID","2024","DR.6 Democracy, Human Rights and Governance/Human Rights","0","","Yes","No"
"USAID","2024","EG.1 Economic Growth/Macroeconomic Foundation for Growth","0","","Yes","No"
"USAID","2024","EG.2 Economic Growth/Trade and Investment","0","","Yes","No"
"USAID","2024","EG.3 Economic Growth/Agriculture","0","","Yes","No"
"USAID","2024","EG.4 Economic Growth/Financial Sector","0","","Yes","No"
"USAID","2024","EG.5 Economic Growth/Private Sector Productivity","0","","Yes","No"
"USAID","2024","EG.6 Economic Growth/Workforce Development","0","","Yes","No"
"USAID","2024","EG.7 Economic Growth/Modern Energy Services","0","","Yes","No"
"USAID","2024","ES.1 Education and Social Services/Basic Education","0","","Yes","No"
"USAID","2024","ES.2 Education and Social Services/Higher Education","0","","Yes","No"
"USAID","2024","ES.3 Education and Social Services//Social Policies, Regulations, and Systems","0","","Yes","No"
"USAID","2024","ES.4 Education and Social Services/Social Services","0","","Yes","No"
"USAID","2024","ES.5 Education and Social Services/Social Assistance","0","","Yes","No"
"USAID","2024","HA.1 Humanitarian Assistance/Protection, Assistance and Solutions","0","","Yes","No"
"USAID","2024","HA.2 Humanitarian Assistance/Disaster Readiness","0","","Yes","No"
"USAID","2024","HA.3 Humanitarian Assistance/Migration Management","0","","Yes","No"
"USAID","2024","HL.1 Health/HIV/AIDS","0","","Yes","No"
"USAID","2024","HL.4 Health/Pandemic Influenza and Other Emerging Threats (PIOET)","0","","Yes","No"
"USAID","2024","HL.5 Health/Other Public Health Threats","0","","Yes","No"
"USAID","2024","HL.6 Health/Maternal and Child Health","0","","Yes","No"
"USAID","2024","HL.7 Health/Family Planning and Reproductive Health","0","","Yes","No"
"USAID","2024","HL.8 Health/Water Supply and Sanitation","0","","Yes","No"
"USAID","2024","HL.9 Health/Nutrition","0","","Yes","No"
"USAID","2024","PO.1 Program Development and Oversight/Program Design and Learning","0","","Yes","No"
"USAID","2024","PO.2 Program Development and Oversight/Administration and Oversight","0","","Yes","No"
"USAID","2024","PO.3 Program Development and Oversight/Evaluation","0","","Yes","No"
"USAID","2024","PS.1 Peace and Security/Counter-Terrorism","0","","Yes","No"
"USAID","2024","PS.3 Peace and Security/Counter-Narcotics","0","","Yes","No"
"USAID","2024","PS.4 Peace and Security/Transnational Threats and Crime","0","","Yes","No"
"USAID","2024","PS.5 Peace and Security/Trafficking in Persons","0","","Yes","No"
"USAID","2024","PS.6 Peace and Security/Conflict Mitigation and Stabilization","0","","Yes","No"
"USDA","2019","Agricultural Research Service (ARS) Hurricane Harvey - Buildings and Facilities","","No","",""
"USDA","2019","Animal and Plant Health Inspection Service (APHIS) Buildings and Facilities","","No","",""
"USDA","2019","Animal and Plant Health Inspection Service (APHIS) Cooperative Agreements","","No","",""
"USDA","2019","Animal and Plant Health Inspection Service (APHIS) Indemnity Program","","No","",""
"USDA","2019","Animal and Plant Health Inspection Service (APHIS) Trust Funds","","No","",""
"USDA","2019","APHIS Salaries and Expenses","","No","",""
"USDA","2019","Commodity Credit Corporation (CCC) Administrative Contracts","","No","",""
"USDA","2019","Commodity Credit Corporation (CCC) Agriculture Wool Apparel Manufacturers Trust Fund","","No","",""
"USDA","2019","Commodity Credit Corporation (CCC) Biomass Crop Assistance Program (BCAP)","","No","",""
"USDA","2019","Commodity Credit Corporation (CCC) Dairy Indemnity Payment Program (DIPP)","","No","",""
"USDA","2019","Commodity Credit Corporation (CCC) Emergency Forestry Conservation Reserve Program (EFCRP)","","No","",""
"USDA","2019","Commodity Credit Corporation (CCC) Export 416 Ocean Transportation","","No","",""
