"End Date","Recorded Date","Agency","Program Name","ActionNumber","ActionTaken","RecoveryMethod","OverpaymentsRecoverPlan","Quarter Year"
"Apr 30 2024  3:50PM","Apr 30 2024  3:50PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Forgiveness","Overpayments #3","","","","Q2 2024"
"Oct 29 2024  4:05PM","Oct 29 2024  4:05PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","Overpayments #1","Medicare Administrative Contractors and Recovery Audit Contractors review claims, identify and collect improper payments, and provide education to providers.","Recovery Audit","Medicare Administrative Contractors and Recovery Audit Contractors will complete post payment review and Targeted Probe and Educate based on improper payment findings.","Q4 2024"
"Oct 29 2024  1:09PM","Oct 29 2024  1:09PM","HEALTH AND HUMAN SERVICES","Administration for Children and Families (ACF) - Head Start","Overpayments #1","The Office of Head Start is working with the funding recipients to recover overpayments through repayment and offset of future funding.","Recovery Activity","The Office of Head Start plans to take recovery action on payment errors identified during improper payment reviews and continues to issue disallowances on errors discovered through HHS Office of Inspector General audits, program reviews, and Single Audits.","Q4 2024"
"Oct 29 2024  1:29PM","Oct 29 2024  1:29PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Overpayments #1","NSLP has been granted a waiver for recovery of overpayments due to the nature of the program (i.e., State level administration, where States distribute reimbursements to program operators who submit claims and for monitoring and oversight of the claims submission process)","Recovery Activity","NSLP has been granted a waiver for recovery of overpayments due to the nature of the program (i.e., State level administration, where States distribute reimbursements to program operators who submit claims and for monitoring and oversight of the claims submission process)","Q4 2024"
"Oct 29 2024  1:32PM","Oct 29 2024  1:32PM","EDUCATION","Federal Pell Grant Program","Overpayments #1","For improper payments identified through oversight activities, in Q4 ED established accounts receivable and pursued collection for those deemed collectible. FSA will continue to track the overpayments collected and report the information in the year-end OMB Data Call.","Recovery Activity","ED will continue to use a system of oversight to help detect and recover improper payments and ensure compliance by participating parties. ED will establish accounts receivable and pursue collection for improper payments identified and deemed collectable.","Q4 2024"
"Oct 29 2024  1:48PM","Oct 29 2024  1:49PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Overpayments #1","SBP has been granted a waiver for recovery of overpayments due to the nature of the program (i.e., State level administration, where States distribute reimbursements to program operators who submit claims and for monitoring and oversight of the claims submission process).","Recovery Activity","SBP has been granted a waiver for recovery of overpayments due to the nature of the program (i.e., State level administration, where States distribute reimbursements to program operators who submit claims and for monitoring and oversight of the claims submission process).","Q4 2024"
"Oct 29 2024  3:26PM","Oct 29 2024  3:26PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Overpayments #1","Medicaid Recovery Audit Contractors operate at the direction of the states. States have the discretion to determine what areas of the Medicaid programs to target based on vulnerabilities identified in their respective states.","Recovery Audit","CHIP claims are not included within the scope of Medicaid recovery audit reviews. However, States are not precluded from reviewing CHIP claims to identify overpayments or underpayments.","Q4 2024"
"Oct 29 2024  3:47PM","Oct 29 2024  3:47PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Overpayments #1","Medicaid Recovery Audit Contractors operate at the direction of the states. States have the discretion to determine what areas of the Medicaid programs to target based on vulnerabilities identified in their respective states.","Recovery Audit","Medicaid Recovery Audit Contractors identify and correct improper Medicaid payments through the collection of overpayments and reimbursement of underpayments made on claims for health care services provided to Medicaid beneficiaries.","Q4 2024"
"Oct 29 2024  4:19PM","Oct 29 2024  4:19PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","Overpayments #1","Published a final rule (CMS-4205-F) in April 2024 that provided clarifications to the Risk Adjustment Data Validation audit appeals process.","Recovery Activity","Worked on quality assurance checks of medical record review data for Risk Adjustment Data Validation Audit reports for payment years 2011 through 2015.  Finalized and approved the payment year 2011 audit report template and started populating with contract data.","Q4 2024"
"Feb 14 2025 11:45AM","Feb 14 2025 11:45AM","DEPARTMENT OF TRANSPORTATION","Federal Highway Administration Highway Planning and Construction","Overpayments #2","","","","Q1 2025"
"Oct 29 2024  4:27PM","Oct 29 2024  4:28PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Overpayments #1","Conducted audits of Part D plan sponsors, with a focus on drugs at high risk of overpayment. Audits aim to educate Part D plan sponsors on issues of fraud, waste, and abuse, as well as to identify, reduce, and recover overpayments.","Recovery Audit","Conduct trend analysis and audit drugs that have a high likelihood that coverage is available under Part A or B, coverage is excluded from Part D, or the drug is not used in a medically accepted indication. Audits result in recovery of overpayments and/or industry education.","Q4 2024"
"Oct 28 2024  4:12PM","Oct 28 2024  4:12PM","OFFICE OF PERSONNEL MANAGEMENT","Federal Retirement Services","Overpayments #2","Overpayments were collected from debtors on the annuity roll by withholding a portion of the debtorâ€™s monthly benefit until the entire debt is paid. September 2024","Recovery Activity","Retirement Services will continue to perform the existing actions which is collect on-roll debts by withholding a portion of the debtorâ€™s monthly benefits until their entire debt is collected. ","Q4 2024"
"Oct 29 2024 10:02AM","Oct 29 2024 10:02AM","DEPARTMENT OF TRANSPORTATION","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","Overpayments #2","","","","Q4 2024"
"Oct 28 2024  9:05PM","Oct 28 2024  9:05PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Forgiveness","Overpayments #2","","","","Q4 2024"
"Oct 28 2024  9:26PM","Oct 28 2024  9:26PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Guaranty Purchases","Overpayments #2","","","","Q4 2024"
"Oct 29 2024 11:01AM","Oct 29 2024 11:01AM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","Overpayments #2","","Recovery Activity","We will continue to refine policies and processes associated with long-term repayment plans. In addition, we will continue to review and update our current policies and processes to ensure a more effective collection process for these outstanding debts.","Q4 2024"
"Oct 29 2024 11:15AM","Oct 29 2024 11:15AM","SOCIAL SECURITY ADMINISTRATION","Supplemental Security Income (SSI)","Overpayments #2","","Recovery Activity","We will continue to refine policies and processes associated with long-term repayment plans. In addition, we will continue to review and update our current policies and processes to ensure a more effective collection process for these outstanding debts.","Q4 2024"
"Oct 29 2024  1:09PM","Oct 29 2024  1:09PM","HEALTH AND HUMAN SERVICES","Administration for Children and Families (ACF) - Head Start","Overpayments #2","","","","Q4 2024"
"Oct 29 2024  1:29PM","Oct 29 2024  1:29PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","Overpayments #2","","","","Q4 2024"
"Oct 29 2024  1:32PM","Oct 29 2024  1:32PM","EDUCATION","Federal Pell Grant Program","Overpayments #2","For overpayments identified through program reviews, in Q4 ED established accounts receivable and pursued collection for those receivables deemed collectible. FSA will continue to track the overpayments collected and report the information in the year-end OMB Data Call.","Recovery Activity","Perform program reviews of schools for eligibility, financial responsibility, and administrative capability requirements. If applicable, FSA will assess the school a monetary liability, identify action(s) schools must take to resolve the IP, and pursue collection.","Q4 2024"
"Oct 29 2024  1:48PM","Oct 29 2024  1:49PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","Overpayments #2","","","","Q4 2024"
"Oct 21 2024  1:54PM","Oct 21 2024  1:54PM","SMALL BUSINESS ADMINISTRATION","COVID-Economic Injury Disaster Loan (EIDL)","Overpayments #3","","Recovery Activity","","Q4 2024"
"Oct 25 2024 10:08AM","Oct 25 2024 10:08AM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","Overpayments #3","In FY 2023 and FY 2024, VA identified $5.51 million in overpayments for this program and recovered $2.37 million to date. In FY 2024, Q4, VA continued to process bills of collection for these identified overpayments.","Recovery Activity","VA conducts post-payment deep-dive reviews to identify and recover overpayments stemming from systemic program deficiencies.","Q4 2024"
"Oct 25 2024  4:53PM","Oct 25 2024  4:53PM","VETERANS ADMINISTRATION","VA Community Care","Overpayments #3","In FY 2023 and FY 2024, VA identified $6.08 million in overpayments for this program and recovered $5.18 million to date. In FY 2024, Q4, VA continued to process bills of collection for these identified overpayments.","Recovery Activity","VA will review 2023 statistical samples tested under Payment Integrity Information Act (PIIA) and conduct post-payment, deep-dive reviews to identify overpayments stemming from systemic program deficiencies.","Q4 2024"
"Oct 28 2024  2:38PM","Oct 28 2024  2:38PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","Overpayments #3","","","","Q4 2024"
"Oct 29 2024  1:29PM","Oct 29 2024  1:29PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Advance Premium Tax Credit (APTC)","Overpayments #3","","","","Q4 2024"
"Oct 28 2024  4:12PM","Oct 28 2024  4:12PM","OFFICE OF PERSONNEL MANAGEMENT","Federal Retirement Services","Overpayments #3","Continue to perform reclamations which are recovery actions to recoup improper payments from an annuitantâ€™s financial institution.  OPM utilizes the U.S. Department of Treasuryâ€™s reclamation process. ","Recovery Activity","Retirement Services will continue to perform the existing actions which is to recoup improper payments from an annuitantâ€™s financial institution.  We also plan to utilize the Department of Treasuryâ€™s reclamation process to recover overpayments.   ","Q4 2024"
