"Agency","Program_Name","Fiscal_Year","Payment_Type","Program_Design_or_Structural_Issue","Inability_to_Authenticate_Eligibility","Inability_to_Authenticate_Eligibility:_Inability_to_Access_Data","Inability_to_Authenticate_Eligibility:_Data_Needed_Does_Not_Exis","Insufficient_Documentation_to_Determine","Failure_to_Access_Data","Address_Location","Contractor_or_Provider_Status","Financial"
"TREASURY","Office of International Assistance - Contribution to African Development Bank","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to African Development Bank","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of International Assistance - Contribution to African Development Bank","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to African Development Bank","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of International Assistance - Contribution to African Development Fund","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to African Development Fund","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to African Development Fund","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of International Assistance - Contribution to African Development Fund","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to African Development Fund","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of International Assistance - Contribution to African Development Fund","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to African Development Fund","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to African Development Fund","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of International Assistance - Contribution to African Development Fund","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to African Development Fund","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of International Assistance - Contribution to European Bank for Reconstruction","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to European Bank for Reconstruction","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to European Bank for Reconstruction","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of International Assistance - Contribution to European Bank for Reconstruction","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to European Bank for Reconstruction","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of International Assistance - Contribution to European Bank for Reconstruction","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to European Bank for Reconstruction","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to European Bank for Reconstruction","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of International Assistance - Contribution to European Bank for Reconstruction","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to European Bank for Reconstruction","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of International Assistance - Contribution to Inter-Amer Development","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to Inter-Amer Development","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to Inter-Amer Development","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of International Assistance - Contribution to Inter-Amer Development","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to Inter-Amer Development","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of International Assistance - Contribution to Inter-Amer Development","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to Inter-Amer Development","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to Inter-Amer Development","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of International Assistance - Contribution to Inter-Amer Development","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to Inter-Amer Development","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of International Assistance - Contribution to International Bank Reconstruction","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to International Bank Reconstruction","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to International Bank Reconstruction","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to International Bank Reconstruction","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to International Bank Reconstruction","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of International Assistance - Contribution to International Bank Reconstruction","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of International Assistance - Contribution to International Bank Reconstruction","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to International Bank Reconstruction","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to International Bank Reconstruction","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of International Assistance - Contribution to International Bank Reconstruction","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of International Assistance - Contribution to International Bank Reconstruction","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to International Bank Reconstruction","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to International Bank Reconstruction","2022","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of International Assistance - Contribution to International Bank Reconstruction","2022","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to International Bank Reconstruction","2022","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of International Assistance - Contribution to International Development Association","2021","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to International Development Association","2021","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to International Development Association","2021","Technically Improper","0.0000000000","","","","","","","",""
"TREASURY","Office of International Assistance - Contribution to International Development Association","2021","Underpayments","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to International Development Association","2021","Unknown","","","","","0.0000000000","","","",""
"TREASURY","Office of International Assistance - Contribution to International Development Association","2022","Overpayments outside agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to International Development Association","2022","Overpayments within agency control","","","0.0000000000","0.0000000000","","0.0000000000","0.0000000000","0.0000000000","0.0000000000"
"TREASURY","Office of International Assistance - Contribution to International Development Association","2022","Technically Improper","0.0000000000","","","","","","","",""
