"End Date","Recorded Date","Agency","Program Name","Accomplishment","AccomplishmentDate","Quarter Year"
"Feb 12 2025  8:20AM","Feb 12 2025  8:20AM","VETERANS ADMINISTRATION","Pension","In Q1, VA conducted a match with SSA to identify variances between SSA income a beneficiary is receiving versus amounts reported to VA by the beneficiary. Weekly batches of claims were sent to claims processors to resolve discrepancies and prevent future overpayments. ","Dec  1 2024 12:00AM","Q1 2025"
"Feb 13 2025  3:32PM","Feb 13 2025  3:32PM","OFFICE OF PERSONNEL MANAGEMENT","Federal Retirement Services","Retirement Services implemented an additional level of review and controls on quarterly results and accomplishments in efforts to ensure accuracy to the American public.","Jan  1 2025 12:00AM","Q1 2025"
"Feb 13 2025  4:01PM","Feb 13 2025  4:01PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Forgiveness","","","Q1 2025"
"Feb 14 2025 11:45AM","Feb 14 2025 11:45AM","DEPARTMENT OF TRANSPORTATION","Federal Highway Administration Highway Planning and Construction","","","Q1 2025"
"Apr 28 2025 10:58AM","Apr 28 2025 10:58AM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Provided a comprehensive overview of the National Plan & Provider Enumeration System and National Provider Identifier Requirements.","Mar  1 2025 12:00AM","Q2 2025"
"Feb 14 2025  1:14PM","Feb 14 2025  1:14PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Guaranty Purchases","","","Q1 2025"
"Feb 14 2025  2:57PM","Feb 14 2025  2:57PM","DEPARTMENT OF TRANSPORTATION","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","","","Q1 2025"
"Feb 16 2025  8:11PM","Feb 16 2025  8:11PM","DEPARTMENT OF HOMELAND SECURITY","Federal Emergency Management Agency (FEMA) - Public Assistance - Validate as You Go","Published the Third Edition of the National Disaster Recovery Framework (NDRF) which outlines the federal governmentâ€™s approach for providing disaster recovery resources. The NDRF enhances collaboration among federal agencies and SLTTs and informs nongovernmental partners.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  1:14PM","Feb 18 2025  1:14PM","U.S. DEPARTMENT OF AGRICULTURE","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","RMA attended OIG's Entrance Conference for: 50024-0001-11 USDA Compliance with Improper Payment Requirements for FY2024.","Jan  1 2025 12:00AM","Q1 2025"
"Feb 18 2025  1:46PM","Feb 18 2025  1:46PM","U.S. DEPARTMENT OF AGRICULTURE","Commodity Credit Corporation (CCC) Livestock Forage Disaster Program (LFP)","Provided additional training with state office specialists resulting from questions received from the National Training held in July, 2024.  ","Aug  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  1:56PM","Feb 18 2025  1:56PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","As part of our internal debt collection program, in the first quarter of fiscal year 2025, for the OASDI program, we collected approximately $15.26 million in overpayments via Pay.gov and collected approximately $1.04 million in overpayments via Online Bill Pay.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  2:40PM","Feb 18 2025  2:40PM","SOCIAL SECURITY ADMINISTRATION","Supplemental Security Income (SSI)","As part of our internal debt collection program, in the first quarter of FY 2025, for the SSI program, we collected approximately $9.22 million in overpayments via Pay.gov and collected approximately $334,000 in overpayments via Online Bill Pay.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  3:33PM","Feb 18 2025  3:33PM","EDUCATION","Federal Pell Grant Program","The 2025-26 FSA Handbook - Application and Verification Guide is now available. The guide aids college financial aid professionals for filing the FAFSA, verifying information, and making corrections and other changes. The Handbook consists of nine volumes and appendices.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  5:25PM","Feb 18 2025  5:25PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","FNS released an updated CN Database with a modernized platform. It is used in nutrient analyses and is an important tool for making sure that meals meet the requirements for reimbursement. The tool will help improve integrity by promoting and easing meal pattern adherence.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  5:34PM","Feb 18 2025  5:34PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) School Breakfast Program (SBP)","FNS released an updated CN Database with a modernized platform. It is used in nutrient analyses and is an important tool for making sure that meals meet the requirements for reimbursement. The tool will help improve integrity by promoting and easing meal pattern adherence.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  6:01PM","Feb 18 2025  6:01PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) Supplemental Nutrition Assistance Program (SNAP)","FNS provided policy clarifications to five States, answering questions on topic areas that contribute to some of the top error causes, including how to treat certain sources of income, as well as eligibility for use of the Heating and Cooling Standard Utility Allowance. ","Dec  1 2024 12:00AM","Q1 2025"
"Feb 18 2025 10:22PM","Feb 18 2025 10:22PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Advantage (Part C)","","","Q1 2025"
"Feb 14 2025  2:57PM","Feb 14 2025  2:57PM","DEPARTMENT OF TRANSPORTATION","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","FTA initiated FY 2025 Sampling and Estimation plan in accordance with the Payment Integrity Information Act of 2019 (PIIA). ","Nov  1 2024 12:00AM","Q1 2025"
"Feb 16 2025  8:11PM","Feb 16 2025  8:11PM","DEPARTMENT OF HOMELAND SECURITY","Federal Emergency Management Agency (FEMA) - Public Assistance - Validate as You Go","In FY 2024, 74.0% of Public Assistance applicants were satisfied with the process and customer service. Applicantsâ€™ satisfaction with the overall customer service (82.0%) and the helpfulness of Public Assistance staff in guiding through the process (84.3%) remain highest.","Sep  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  1:14PM","Feb 18 2025  1:14PM","U.S. DEPARTMENT OF AGRICULTURE","Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC)","RMA achieved and reported a tolerable improper payment rate for FY2024. This rate was reported to OMB as part of the FY2024 Data Call reporting and for publication on paymentaccuracy.com.","Oct  1 2024 12:00AM","Q1 2025"
"Feb 14 2025 11:45AM","Feb 14 2025 11:45AM","DEPARTMENT OF TRANSPORTATION","Federal Highway Administration Highway Planning and Construction","","","Q1 2025"
"Feb 18 2025  1:46PM","Feb 18 2025  1:46PM","U.S. DEPARTMENT OF AGRICULTURE","Commodity Credit Corporation (CCC) Livestock Forage Disaster Program (LFP)","Issued a directive outlining FY24 National Payment Integrity Review results that included the LFP program.  This notice informed state and county offices of findings, common errors, and the associated policy and procedure as a reference to facilitate program review.  ","Jan  1 2025 12:00AM","Q1 2025"
"Feb 18 2025  1:56PM","Feb 18 2025  1:56PM","SOCIAL SECURITY ADMINISTRATION","Old-Age, Survivors, and Disability Insurance (OASDI)","In September 2024, we released the 21st Century PolicyNet product modernizing the prior PolicyNet application that was over 20 years old.  PolicyNet is the agencyâ€™s authoritative vehicle for delivering program policy and procedural instructions to process workloads.","Sep  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  2:40PM","Feb 18 2025  2:40PM","SOCIAL SECURITY ADMINISTRATION","Supplemental Security Income (SSI)","In September 2024, we released the 21st Century PolicyNet product modernizing the current application that is over 20 years old.  PolicyNet is the agencyâ€™s authoritative vehicle for delivering program policy and procedural instructions for technicians to process workloads.","Sep  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  3:33PM","Feb 18 2025  3:33PM","EDUCATION","Federal Pell Grant Program","FSA published the 2025-26 FAFSA form online at fafsa.gov. The Department continues its work with partners to ensure that students and their families can easily access the FAFSA form, have timely and clear information, and can quickly complete the application and access aid.","Nov  1 2024 12:00AM","Q1 2025"
"Feb 18 2025 10:04PM","Feb 18 2025 10:04PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Advance Premium Tax Credit (APTC)","Ensured eligibility support workers had very detailed standard operating procedures and work instructions to request and process documentation from applicants to resolve inconsistencies between attested information and automated verifications.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 18 2025  5:25PM","Feb 18 2025  5:25PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) National School Lunch Program (NSLP)","FNS's annual State Agency Meeting was in 12/24. FNS staff discussed operations with state agency staff and answered questions related to program integrity. FNS staff presented in a general session focused on improper payments and fraud in CN programs.","Dec  1 2024 12:00AM","Q1 2025"
"Feb  5 2025  4:16PM","Feb  5 2025  4:16PM","DEPARTMENT OF LABOR","Employment & Training Administration - Federal State Unemployment Insurance","Processed approximately $90.8 million in funding for 35 states to cover ongoing costs associated with data retention, efforts to detect, establish & recover OPs, & for continued administration of the CARES Act UC programs in accordance with UIPL No. 17-24.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 10 2025  1:02PM","Feb 10 2025  1:02PM","VETERANS ADMINISTRATION","Purchased Long Term Services and Supports","VA gathered documentation and information regarding the timely filing rules for Community Care Network payments and performed an analysis of the associated impact.  ","Aug  1 2024 12:00AM","Q1 2025"
"Feb 14 2025  2:57PM","Feb 14 2025  2:57PM","DEPARTMENT OF TRANSPORTATION","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","","","Q1 2025"
"Feb 10 2025  1:03PM","Feb 10 2025  1:03PM","VETERANS ADMINISTRATION","VA Community Care","VA gathered documentation and information regarding the timely filing rules and issues for Community Care Network payments and performed an analysis of the associated impact. These actions will contribute to the strengthening of oversight regarding timely filing.","Aug  1 2024 12:00AM","Q1 2025"
"Feb 16 2025  8:11PM","Feb 16 2025  8:11PM","DEPARTMENT OF HOMELAND SECURITY","Federal Emergency Management Agency (FEMA) - Public Assistance - Validate as You Go","Successfully recovered $22.1 million in excess COVID related funding paid to an applicant thus reinforcing accountability and ensuring proper stewardship of federal resources.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 12 2025  8:20AM","Feb 12 2025  8:20AM","VETERANS ADMINISTRATION","Pension","VA reviewed 47 claims monthly in Q1 while conducting NQR audits, to validate the proper policy and procedures were followed. See Note 1. Claims with potential overpayments were sent to claims processors to resolve and prevent future overpayments.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 13 2025  3:32PM","Feb 13 2025  3:32PM","OFFICE OF PERSONNEL MANAGEMENT","Federal Retirement Services","RS Fraud Branch reviewed over 600 annuitant accounts over the age of 100 to verify living status. Of those reviewed, over 500 were confirmed deceased, payments reviewed for cancellation and dropped for death, preventing further IP and saving over $3M in future payments.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 13 2025  4:01PM","Feb 13 2025  4:01PM","SMALL BUSINESS ADMINISTRATION","Paycheck Protection Program (PPP) Loan Forgiveness","","","Q1 2025"
"Feb 18 2025  7:13PM","Feb 18 2025  7:13PM","U.S. DEPARTMENT OF AGRICULTURE","Food and Nutrition Service (FNS) Child and Adult Care Food Program (CACFP) Centers","FNS released summaries of two IP studies. The first reported on child care center error and highlighted areas for improvement. The second provided results from an effort to estimate IP rates in family day care homes by using existing data from state monitoring reviews.","Jan  1 2025 12:00AM","Q1 2025"
"Feb 18 2025 10:04PM","Feb 18 2025 10:04PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Advance Premium Tax Credit (APTC)","Eligibility support workers receive ongoing training in order to learn how to accurately resolve Data Matching Issue inconsistencies.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 18 2025 10:38PM","Feb 18 2025 10:38PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","Released  Fraud Waste and Abuse Quarterly Plan Report to plan sponsors to assist with fraud, waste, and abuse.","Jan  1 2025 12:00AM","Q1 2025"
"Feb 18 2025 10:42PM","Feb 18 2025 10:42PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Medicaid","Provided a comprehensive overview of the National Plan & Provider Enumeration System and National Provider Identifier Requirements.","Dec  1 2024 12:00AM","Q1 2025"
"Feb 18 2025 11:15PM","Feb 18 2025 11:15PM","HEALTH AND HUMAN SERVICES","Centers for Medicare & Medicaid Services (CMS) - Children's Health Insurance Program (CHIP)","Provided a comprehensive overview of the National Plan & Provider Enumeration System and National Provider Identifier Requirements.","Dec  1 2024 12:00AM","Q1 2025"
