"Fiscal_Year","Agency","Program_Name","Column_names","Multiselect_Text","Question","Section","Reporting_Phases_Current_FY"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp3_atp1_8","Audit","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp3_atp1_8","Predictive Analytics","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","ED","Title I Grants to Local Educational Agencies","cyp3_atp1_8","Training","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","VA","Pension","cyp3_atp1_8","","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","VA","Pension","cyp3_app1_8","","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","cyp5_atp1_8","Training","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments",""
"2023","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","cyp5_atp1_8","Change Process","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments",""
"2023","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Fee-for-Service (FFS)","cyp5_atp1_8","Audit","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments",""
"2024","DOD","Commercial Pay – Mechanization of Contract Administration Services (MOCAS)","cyp5_app1_8","Training","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","DOD","Commercial Pay – Mechanization of Contract Administration Services (MOCAS)","cyp5_atp1_8","Training","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","cyp5_app1_8","Audit","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","cyp5_app1_8","Training","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","cyp5_atp1_8","Training","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","cyp5_atp1_8","Audit","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","USDA","Commodity Credit Corporation (CCC) Agriculture Risk Coverage  and Price Loss Coverage (ARC/PLC)","cyp2_app1_8","Automation","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2024","SBA","7(a) Loan Guarantees Purchases","cyp7_atp1_8","","[cyp7_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2024","SBA","7(a) Loan Guarantees Purchases","cyp7_app1_8","","[cyp7_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2024","SBA","7(a) Loan Guarantees Purchases","cyp6_atp1_8","","[cyp6_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2024","SBA","7(a) Loan Guarantees Purchases","cyp6_app1_8","","[cyp6_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2024","USDA","Commodity Credit Corporation (CCC) Agriculture Risk Coverage  and Price Loss Coverage (ARC/PLC)","cyp2_app1_8","Audit","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2024","USDA","Commodity Credit Corporation (CCC) Agriculture Risk Coverage  and Price Loss Coverage (ARC/PLC)","cyp2_atp1_8","Change Process","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No):  [atp1] Automation [atp2] Behavioral/Psych Influence [atp3] Training [atp4] Change Process [atp5] Cross Enterprise Sharing [atp6] Audit [atp7] Predictive Analytics [atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2024","USDA","Commodity Credit Corporation (CCC) Agriculture Risk Coverage  and Price Loss Coverage (ARC/PLC)","cyp2_atp1_8","Training","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No):  [atp1] Automation [atp2] Behavioral/Psych Influence [atp3] Training [atp4] Change Process [atp5] Cross Enterprise Sharing [atp6] Audit [atp7] Predictive Analytics [atp8] Statutory Change","Overpayments Within Agency Control","Phase 2"
"2024","VA","Pension","cyp5_app1_8","Audit","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","VA","Pension","cyp5_app1_8","Training","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","VA","Pension","cyp5_app1_8","Automation","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","VA","Pension","cyp5_atp1_8","Automation","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","VA","Pension","cyp5_atp1_8","Audit","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","SBA","Disaster Assistance Loans","cyp5_app1_8","Automation","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","SBA","Disaster Assistance Loans","cyp5_app1_8","Training","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","DOD","Commercial Pay – Mechanization of Contract Administration Services (MOCAS)","cyp6_atp1_8","","[cyp6_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2024","DOD","Commercial Pay – Mechanization of Contract Administration Services (MOCAS)","cyp6_app1_8","","[cyp6_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp5_app1_8","Audit","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp5_app1_8","Predictive Analytics","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp5_app1_8","Behavioral/Psych Influence","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","DOD","Commercial Pay – Mechanization of Contract Administration Services (MOCAS)","cyp7_app1_8","","[cyp7_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2024","DOD","Commercial Pay – Mechanization of Contract Administration Services (MOCAS)","cyp7_atp1_8","","[cyp7_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2024","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","cyp6_atp1_8","","[cyp6_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2024","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","cyp6_app1_8","","[cyp6_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2024","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","cyp7_app1_8","","[cyp7_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2024","HHS","Centers for Medicare & Medicaid Services (CMS) - Medicare Prescription Drug Benefit (Part D)","cyp7_atp1_8","","[cyp7_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2024","SBA","7(a) Loan Guarantees Purchases","cyp5_atp1_8","Training","[cyp5_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","VA","Pension","cyp6_app1_8","","[cyp6_app1_8]Select the type(s) of corrective Actions PLANNED during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments","Phase 2"
"2023","DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","cyp3_app1_8","Training","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control",""
"2023","DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","cyp3_atp1_8","Training","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control",""
"2023","ED","William D. Ford Federal Direct Loan Program","cyp5_app1_8","Training","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp5_app1_8","Change Process","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","ED","William D. Ford Federal Direct Loan Program","cyp5_app1_8","Cross Enterprise Sharing","[cyp5_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
